GeneID,Symbol,Description,FullGeneName
137819433,LOC137819433,protein PIN-LIKES 3-like,protein PIN-LIKES 3-like
137819434,LOC137819434,uncharacterized LOC137819434,ERROR
137819435,LOC137819435,cyclin-U4-1-like,ERROR
137819436,LOC137819436,uncharacterized LOC137819436,uncharacterized LOC137819436
137819437,LOC137819437,glycinol 4-dimethylallyltransferase-like,glycinol 4-dimethylallyltransferase-like
137819438,LOC137819438,putative receptor protein kinase ZmPK1,putative receptor protein kinase ZmPK1
137819439,LOC137819439,uncharacterized LOC137819439,uncharacterized LOC137819439
137819440,LOC137819440,uncharacterized LOC137819440,ERROR
137819441,LOC137819441,uncharacterized LOC137819441,ERROR
137819442,LOC137819442,pentatricopeptide repeat-containing protein At3g18020,ERROR
137819443,LOC137819443,cyclin-U2-1-like,cyclin-U2-1-like
137819444,LOC137819444,mitochondrial arginine transporter BAC2-like,mitochondrial arginine transporter BAC2-like
137819445,LOC137819445,uncharacterized LOC137819445,uncharacterized LOC137819445
137819446,LOC137819446,disease resistance protein RUN1-like,disease resistance protein RUN1-like
137819447,LOC137819447,zinc finger protein 3-like,zinc finger protein 3-like
137819448,LOC137819448,protein translation factor SUI1 homolog,protein translation factor SUI1 homolog
137819449,LOC137819449,uncharacterized LOC137819449,ERROR
137819450,LOC137819450,probable E3 ubiquitin-protein ligase ZFP1,ERROR
137819451,LOC137819451,ethylene-responsive transcription factor ERF034-like,ERROR
137819452,LOC137819452,uncharacterized LOC137819452,uncharacterized LOC137819452
137819453,LOC137819453,protein PIN-LIKES 3-like,protein PIN-LIKES 3-like
137819454,LOC137819454,"phospholipase A1 PLIP1, chloroplastic-like","phospholipase A1 PLIP1, chloroplastic-like"
137819455,LOC137819455,probable fucosyltransferase 7,probable fucosyltransferase 7
137819456,LOC137819456,hydroquinone glucosyltransferase-like,hydroquinone glucosyltransferase-like
137819457,LOC137819457,non-specific lipid-transfer protein 1-like,non-specific lipid-transfer protein 1-like
137819458,LOC137819458,protein translation factor SUI1 homolog,ERROR
137819459,LOC137819459,spindle and kinetochore-associated protein 1 homolog,spindle and kinetochore-associated protein 1 homolog
137819460,LOC137819460,patatin-like protein 1,ERROR
137819461,LOC137819461,uncharacterized LOC137819461,uncharacterized LOC137819461
137819462,LOC137819462,"NADPH-dependent aldo-keto reductase, chloroplastic-like","NADPH-dependent aldo-keto reductase, chloroplastic-like"
137819463,LOC137819463,putative disease resistance RPP13-like protein 1,ERROR
137819464,LOC137819464,uncharacterized LOC137819464,uncharacterized LOC137819464
137819465,LOC137819465,E3 ubiquitin-protein ligase ATL4,E3 ubiquitin-protein ligase ATL4
137819466,LOC137819466,uncharacterized LOC137819466,uncharacterized LOC137819466
137819467,LOC137819467,uncharacterized LOC137819467,uncharacterized LOC137819467
137819468,LOC137819468,uncharacterized LOC137819468,uncharacterized LOC137819468
137819469,LOC137819469,uncharacterized LOC137819469,uncharacterized LOC137819469
137819470,LOC137819470,uncharacterized LOC137819470,ERROR
137819471,LOC137819471,triacylglycerol lipase 2-like,ERROR
137819472,LOC137819472,uncharacterized LOC137819472,ERROR
137819473,LOC137819473,zinc finger BED domain-containing protein RICESLEEPER 1-like,zinc finger BED domain-containing protein RICESLEEPER 1-like
137819474,LOC137819474,uncharacterized LOC137819474,uncharacterized LOC137819474
137819475,LOC137819475,auxin-responsive protein SAUR78,auxin-responsive protein SAUR78
137819476,LOC137819476,uncharacterized LOC137819476,ERROR
137819477,LOC137819477,uncharacterized LOC137819477,uncharacterized LOC137819477
137819478,LOC137819478,serine/threonine-protein kinase BLUS1,serine/threonine-protein kinase BLUS1
137819479,LOC137819479,putative zinc transporter At3g08650,putative zinc transporter At3g08650
137819480,LOC137819480,uncharacterized LOC137819480,uncharacterized LOC137819480
137819481,LOC137819481,"protein RETICULATA-RELATED 3, chloroplastic-like","protein RETICULATA-RELATED 3, chloroplastic-like"
137819482,LOC137819482,KH domain-containing protein At2g38610-like,KH domain-containing protein At2g38610-like
137819483,LOC137819483,trihelix transcription factor GT-3b-like,trihelix transcription factor GT-3b-like
137819484,LOC137819484,uncharacterized LOC137819484,uncharacterized LOC137819484
137819485,LOC137819485,"protochlorophyllide reductase, chloroplastic-like",ERROR
137819486,LOC137819486,subtilisin-like protease SBT4.14,subtilisin-like protease SBT4.14
137819487,LOC137819487,protein FAR1-RELATED SEQUENCE 5-like,protein FAR1-RELATED SEQUENCE 5-like
137819488,LOC137819488,uncharacterized LOC137819488,uncharacterized LOC137819488
137819489,LOC137819489,flavonol synthase/flavanone 3-hydroxylase,flavonol synthase/flavanone 3-hydroxylase
137819490,LOC137819490,outer envelope protein 61,outer envelope protein 61
137819491,LOC137819491,"pentatricopeptide repeat-containing protein At4g32430, mitochondrial","pentatricopeptide repeat-containing protein At4g32430, mitochondrial"
137819492,LOC137819492,pentatricopeptide repeat-containing protein At5g08510,ERROR
137819493,LOC137819493,putative disease resistance protein At4g19050,putative disease resistance protein At4g19050
137819494,LOC137819494,7-deoxyloganetic acid glucosyltransferase-like,7-deoxyloganetic acid glucosyltransferase-like
137819495,LOC137819495,uncharacterized LOC137819495,uncharacterized LOC137819495
137819496,LOC137819496,disease resistance protein RUN1-like,disease resistance protein RUN1-like
137819497,LOC137819497,probable inactive nicotinamidase At3g16190,ERROR
137819498,LOC137819498,transmembrane E3 ubiquitin-protein ligase FLY2-like,ERROR
137819499,LOC137819499,NDR1/HIN1-like protein 12,ERROR
137819500,LOC137819500,2-oxoglutarate-dependent dioxygenase 19-like,2-oxoglutarate-dependent dioxygenase 19-like
137819501,LOC137819501,GDSL esterase/lipase At4g01130-like,GDSL esterase/lipase At4g01130-like
137819502,LOC137819502,dormancy-associated protein homolog 4,dormancy-associated protein homolog 4
137819503,LOC137819503,DNA-directed RNA polymerase III subunit 1,DNA-directed RNA polymerase III subunit 1
137819504,LOC137819504,uncharacterized LOC137819504,uncharacterized LOC137819504
137819505,LOC137819505,uncharacterized LOC137819505,uncharacterized LOC137819505
137819506,LOC137819506,uncharacterized LOC137819506,ERROR
137819507,LOC137819507,serine/threonine-protein kinase Aurora-3-like,ERROR
137819508,LOC137819508,ethylene-responsive transcription factor 13-like,ERROR
137819509,LOC137819509,pentatricopeptide repeat-containing protein At2g36730,pentatricopeptide repeat-containing protein At2g36730
137819510,LOC137819510,putative UDP-rhamnose:rhamnosyltransferase 1,putative UDP-rhamnose:rhamnosyltransferase 1
137819511,LOC137819511,uncharacterized LOC137819511,uncharacterized LOC137819511
137819512,LOC137819512,ferric reduction oxidase 2-like,ferric reduction oxidase 2-like
137819513,LOC137819513,uncharacterized LOC137819513,uncharacterized LOC137819513
137819514,LOC137819514,uncharacterized LOC137819514,uncharacterized LOC137819514
137819515,LOC137819515,uncharacterized LOC137819515,uncharacterized LOC137819515
137819516,LOC137819516,uncharacterized LOC137819516,uncharacterized LOC137819516
137819517,LOC137819517,VQ motif-containing protein 11-like,VQ motif-containing protein 11-like
137819518,LOC137819518,"glucan endo-1,3-beta-glucosidase 14",ERROR
137819519,LOC137819519,uncharacterized LOC137819519,uncharacterized LOC137819519
137819520,LOC137819520,uncharacterized LOC137819520,ERROR
137819521,LOC137819521,elicitor-responsive protein 3,elicitor-responsive protein 3
137819522,LOC137819522,vacuolar protein sorting-associated protein 2 homolog 1-like,ERROR
137819523,LOC137819523,NADP-dependent malic enzyme-like,NADP-dependent malic enzyme-like
137819524,LOC137819524,zinc finger protein 10-like,zinc finger protein 10-like
137819525,LOC137819525,UPF0481 protein At3g47200-like,UPF0481 protein At3g47200-like
137819526,LOC137819526,MDIS1-interacting receptor like kinase 2-like,MDIS1-interacting receptor like kinase 2-like
137819527,LOC137819527,uncharacterized LOC137819527,ERROR
137819528,LOC137819528,NAD(H) kinase 1,ERROR
137819529,LOC137819529,"pentatricopeptide repeat-containing protein At2g46050, mitochondrial",ERROR
137819530,LOC137819530,probable WRKY transcription factor 12,probable WRKY transcription factor 12
137819531,LOC137819531,uncharacterized LOC137819531,uncharacterized LOC137819531
137819532,LOC137819532,disease resistance protein RUN1-like,disease resistance protein RUN1-like
137819533,LOC137819533,protein NRT1/ PTR FAMILY 2.13-like,ERROR
137819534,LOC137819534,uncharacterized LOC137819534,ERROR
137819535,LOC137819535,putative RING-H2 finger protein ATL21A,putative RING-H2 finger protein ATL21A
137819536,LOC137819536,probable F-box protein At3g61730,ERROR
137819537,LOC137819537,chloroplast protein FOR GROWTH AND FERTILITY 2-like,chloroplast protein FOR GROWTH AND FERTILITY 2-like
137819538,LOC137819538,protein trichome birefringence-like 3,protein trichome birefringence-like 3
137819539,LOC137819539,ABC transporter C family member 8-like,ABC transporter C family member 8-like
137819540,LOC137819540,transcription factor HY5-like,transcription factor HY5-like
137819541,LOC137819541,uncharacterized LOC137819541,uncharacterized LOC137819541
137819542,LOC137819542,ethylene-responsive transcription factor ERF003-like,ERROR
137819543,LOC137819543,uncharacterized LOC137819543,ERROR
137819544,LOC137819544,disease resistance protein RUN1-like,ERROR
137819545,LOC137819545,transcription factor SCREAM2-like,transcription factor SCREAM2-like
137819546,LOC137819546,"1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplastic-like","1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplastic-like"
137819547,LOC137819547,DNA polymerase epsilon catalytic subunit A-like,DNA polymerase epsilon catalytic subunit A-like
137819548,LOC137819548,uncharacterized LOC137819548,ERROR
137819549,LOC137819549,disease resistance protein SUMM2-like,ERROR
137819550,LOC137819550,disease resistance protein RUN1-like,disease resistance protein RUN1-like
137819551,LOC137819551,serine/threonine-protein kinase MHK,serine/threonine-protein kinase MHK
137819552,LOC137819552,disease resistance protein RUN1-like,disease resistance protein RUN1-like
137819553,LOC137819553,type I inositol polyphosphate 5-phosphatase 12-like,type I inositol polyphosphate 5-phosphatase 12-like
137819554,LOC137819554,4-coumarate--CoA ligase-like 7,ERROR
137819555,LOC137819555,cationic peroxidase 1-like,cationic peroxidase 1-like
137819556,LOC137819556,large ribosomal subunit protein eL43,ERROR
137819557,LOC137819557,uncharacterized LOC137819557,uncharacterized LOC137819557
137819558,LOC137819558,uncharacterized LOC137819558,uncharacterized LOC137819558
137819559,LOC137819559,BEACH domain-containing protein C2-like,BEACH domain-containing protein C2-like
137819560,LOC137819560,uncharacterized LOC137819560,uncharacterized LOC137819560
137819561,LOC137819561,protein DMR6-LIKE OXYGENASE 2-like,protein DMR6-LIKE OXYGENASE 2-like
137819562,LOC137819562,uncharacterized LOC137819562,uncharacterized LOC137819562
137819563,LOC137819563,uncharacterized LOC137819563,uncharacterized LOC137819563
137819564,LOC137819564,ninja-family protein 2,ninja-family protein 2
137819565,LOC137819565,uncharacterized LOC137819565,uncharacterized LOC137819565
137819566,LOC137819566,uncharacterized LOC137819566,ERROR
137819567,LOC137819567,uncharacterized LOC137819567,ERROR
137819568,LOC137819568,disease resistance protein RUN1-like,ERROR
137819569,LOC137819569,protein NODULATION SIGNALING PATHWAY 1,protein NODULATION SIGNALING PATHWAY 1
137819570,LOC137819570,UDP-galactose/UDP-glucose transporter 4-like,UDP-galactose/UDP-glucose transporter 4-like
137819571,LOC137819571,uncharacterized LOC137819571,uncharacterized LOC137819571
137819572,LOC137819572,probable fucosyltransferase 7,ERROR
137819573,LOC137819573,two-component response regulator ARR18-like,ERROR
137819574,LOC137819574,kiwellin-1-like,ERROR
137819575,LOC137819575,FCS-Like Zinc finger 17-like,FCS-Like Zinc finger 17-like
137819576,LOC137819576,V-type proton ATPase subunit D,V-type proton ATPase subunit D
137819577,LOC137819577,auxin-responsive protein IAA16-like,auxin-responsive protein IAA16-like
137819578,LOC137819578,exocyst complex component EXO70A1-like,exocyst complex component EXO70A1-like
137819579,LOC137819579,uncharacterized LOC137819579,uncharacterized LOC137819579
137819580,LOC137819580,patatin-like protein 2,patatin-like protein 2
137819581,LOC137819581,putative receptor protein kinase ZmPK1,putative receptor protein kinase ZmPK1
137819582,LOC137819582,disease resistance protein RUN1-like,disease resistance protein RUN1-like
137819583,LOC137819583,MLP-like protein 43,MLP-like protein 43
137819584,LOC137819584,uncharacterized LOC137819584,ERROR
137819585,LOC137819585,disease resistance protein RUN1-like,disease resistance protein RUN1-like
137819586,LOC137819586,disease resistance protein RUN1-like,ERROR
137819587,LOC137819587,disease resistance protein RUN1-like,disease resistance protein RUN1-like
137819588,LOC137819588,disease resistance protein RUN1-like,disease resistance protein RUN1-like
137819589,LOC137819589,disease resistance protein RPV1-like,disease resistance protein RPV1-like
137819590,LOC137819590,uncharacterized LOC137819590,ERROR
137819591,LOC137819591,uncharacterized LOC137819591,ERROR
137819592,LOC137819592,agamous-like MADS-box protein MADS3,ERROR
137819593,LOC137819593,gibberellin 20-oxidase-like protein,gibberellin 20-oxidase-like protein
137819594,LOC137819594,uncharacterized LOC137819594,uncharacterized LOC137819594
137819595,LOC137819595,heavy metal-associated isoprenylated plant protein 4,heavy metal-associated isoprenylated plant protein 4
137819596,LOC137819596,"26.5 kDa heat shock protein, mitochondrial","26.5 kDa heat shock protein, mitochondrial"
137819597,LOC137819597,polygalacturonase-like,polygalacturonase-like
137819598,LOC137819598,uncharacterized LOC137819598,uncharacterized LOC137819598
137819599,LOC137819599,short-chain dehydrogenase reductase 2a-like,ERROR
137819600,LOC137819600,MLP-like protein 43,ERROR
137819601,LOC137819601,"acyl-coenzyme A oxidase 4, peroxisomal",ERROR
137819602,LOC137819602,uncharacterized LOC137819602,uncharacterized LOC137819602
137819603,LOC137819603,"bifunctional monothiol glutaredoxin-S16, chloroplastic","bifunctional monothiol glutaredoxin-S16, chloroplastic"
137819604,LOC137819604,histone acetyltransferase HAC1-like,histone acetyltransferase HAC1-like
137819605,LOC137819605,dirigent protein 22-like,ERROR
137819606,LOC137819606,disease resistance protein RPV1-like,ERROR
137819607,LOC137819607,"ylmG homolog protein 1-1, chloroplastic-like",ERROR
137819608,LOC137819608,DExH-box ATP-dependent RNA helicase DExH3,DExH-box ATP-dependent RNA helicase DExH3
137819609,LOC137819609,V-type proton ATPase catalytic subunit A,V-type proton ATPase catalytic subunit A
137819610,LOC137819610,7-dehydrocholesterol reductase,7-dehydrocholesterol reductase
137819611,LOC137819611,uncharacterized LOC137819611,ERROR
137819612,LOC137819612,pyrophosphate-energized membrane proton pump 2,pyrophosphate-energized membrane proton pump 2
137819613,LOC137819613,protein NTM1-like 9,protein NTM1-like 9
137819614,LOC137819614,gibberellin 3-beta-dioxygenase 1-like,gibberellin 3-beta-dioxygenase 1-like
137819615,LOC137819615,protein trichome birefringence-like 34,protein trichome birefringence-like 34
137819616,LOC137819616,pentatricopeptide repeat-containing protein At1g06143,pentatricopeptide repeat-containing protein At1g06143
137819617,LOC137819617,uncharacterized LOC137819617,uncharacterized LOC137819617
137819618,LOC137819618,"signal recognition particle 43 kDa protein, chloroplastic","signal recognition particle 43 kDa protein, chloroplastic"
137819619,LOC137819619,protein NTM1-like 9,protein NTM1-like 9
137819620,LOC137819620,uncharacterized LOC137819620,uncharacterized LOC137819620
137819621,LOC137819621,WRKY transcription factor 22-like,WRKY transcription factor 22-like
137819622,LOC137819622,putative recombination initiation defects 3,putative recombination initiation defects 3
137819623,LOC137819623,putative cytochrome c oxidase subunit 5b-like,ERROR
137819624,LOC137819624,"NADPH-dependent aldo-keto reductase, chloroplastic-like",ERROR
137819625,LOC137819625,uncharacterized LOC137819625,ERROR
137819626,LOC137819626,shaggy-related protein kinase eta-like,shaggy-related protein kinase eta-like
137819627,LOC137819627,peroxidase P7-like,peroxidase P7-like
137819628,LOC137819628,PTI1-like tyrosine-protein kinase At3g15890,PTI1-like tyrosine-protein kinase At3g15890
137819629,LOC137819629,SPX domain-containing protein 3,SPX domain-containing protein 3
137819630,LOC137819630,peroxidase RIP1-like,peroxidase RIP1-like
137819631,LOC137819631,"probable GTP diphosphokinase RSH2, chloroplastic","probable GTP diphosphokinase RSH2, chloroplastic"
137819632,LOC137819632,transcription factor bHLH18-like,transcription factor bHLH18-like
137819633,LOC137819633,cytochrome P450 71A1-like,cytochrome P450 71A1-like
137819634,LOC137819634,phragmoplastin DRP1B,phragmoplastin DRP1B
137819635,LOC137819635,pollen receptor-like kinase 3,pollen receptor-like kinase 3
137819636,LOC137819636,uncharacterized LOC137819636,uncharacterized LOC137819636
137819637,LOC137819637,BAG family molecular chaperone regulator 6-like,BAG family molecular chaperone regulator 6-like
137819638,LOC137819638,patatin-like protein 1,patatin-like protein 1
137819639,LOC137819639,1-aminocyclopropane-1-carboxylate synthase-like,1-aminocyclopropane-1-carboxylate synthase-like
137819640,LOC137819640,protein SLE2,protein SLE2
137819641,LOC137819641,kiwellin-1-like,kiwellin-1-like
137819642,LOC137819642,uncharacterized LOC137819642,uncharacterized LOC137819642
137819643,LOC137819643,glucomannan 4-beta-mannosyltransferase 2,glucomannan 4-beta-mannosyltransferase 2
137819644,LOC137819644,protein DETOXIFICATION 53-like,protein DETOXIFICATION 53-like
137819645,LOC137819645,probable trehalose-phosphate phosphatase C,probable trehalose-phosphate phosphatase C
137819646,LOC137819646,protein TILLER ANGLE CONTROL 1-like,protein TILLER ANGLE CONTROL 1-like
137819647,LOC137819647,uncharacterized LOC137819647,uncharacterized LOC137819647
137819648,LOC137819648,(R)-mandelonitrile lyase-like,(R)-mandelonitrile lyase-like
137819649,LOC137819649,TPD1 protein homolog 1-like,TPD1 protein homolog 1-like
137819650,LOC137819650,transcription factor bHLH18-like,ERROR
137819651,LOC137819651,uncharacterized LOC137819651,ERROR
137819652,LOC137819652,BTB/POZ domain-containing protein At5g60050,ERROR
137819653,LOC137819653,histone deacetylase HDT1-like,histone deacetylase HDT1-like
137819654,LOC137819654,dnaJ protein homolog 1-like,dnaJ protein homolog 1-like
137819655,LOC137819655,uncharacterized LOC137819655,uncharacterized LOC137819655
137819656,LOC137819656,uncharacterized LOC137819656,ERROR
137819657,LOC137819657,F-box protein At4g22280-like,ERROR
137819658,LOC137819658,probable sugar phosphate/phosphate translocator At3g11320,ERROR
137819659,LOC137819659,uncharacterized LOC137819659,uncharacterized LOC137819659
137819660,LOC137819660,ethylene-overproduction protein 1-like,ethylene-overproduction protein 1-like
137819661,LOC137819661,cyanogenic beta-glucosidase-like,cyanogenic beta-glucosidase-like
137819662,LOC137819662,"oxygen-evolving enhancer protein 3, chloroplastic-like","oxygen-evolving enhancer protein 3, chloroplastic-like"
137819663,LOC137819663,UPF0481 protein At3g47200-like,UPF0481 protein At3g47200-like
137819664,LOC137819664,metalloendoproteinase 4-MMP-like,metalloendoproteinase 4-MMP-like
137819665,LOC137819665,probable E3 ubiquitin-protein ligase ZFP1,probable E3 ubiquitin-protein ligase ZFP1
137819666,LOC137819666,putative fucosyltransferase 10,putative fucosyltransferase 10
137819667,LOC137819667,uncharacterized LOC137819667,uncharacterized LOC137819667
137819668,LOC137819668,putative transcription factor bHLH086,ERROR
137819669,LOC137819669,cyanogenic beta-glucosidase-like,ERROR
137819670,LOC137819670,plasmodesmata-located protein 8-like,ERROR
137819671,LOC137819671,subtilisin-like protease SBT3,subtilisin-like protease SBT3
137819672,LOC137819672,uncharacterized LOC137819672,uncharacterized LOC137819672
137819673,LOC137819673,beta-glucosidase 12-like,beta-glucosidase 12-like
137819674,LOC137819674,probable 2-oxoglutarate-dependent dioxygenase AOP1,probable 2-oxoglutarate-dependent dioxygenase AOP1
137819675,LOC137819675,uncharacterized LOC137819675,uncharacterized LOC137819675
137819676,LOC137819676,exocyst complex component SEC6,exocyst complex component SEC6
137819677,LOC137819677,putative receptor protein kinase ZmPK1,ERROR
137819678,LOC137819678,uncharacterized protein At1g28695-like,ERROR
137819679,LOC137819679,uncharacterized LOC137819679,ERROR
137819680,LOC137819680,protein PHYTOCHROME-DEPENDENT LATE-FLOWERING,protein PHYTOCHROME-DEPENDENT LATE-FLOWERING
137819681,LOC137819681,tRNA(His) guanylyltransferase 1-like,tRNA(His) guanylyltransferase 1-like
137819682,LOC137819682,uncharacterized LOC137819682,uncharacterized LOC137819682
137819683,LOC137819683,exocyst complex component SEC15A,exocyst complex component SEC15A
137819684,LOC137819684,ABC transporter B family member 19-like,ABC transporter B family member 19-like
137819685,LOC137819685,receptor-like protein 7,receptor-like protein 7
137819686,LOC137819686,beta-galactosidase 1-like,ERROR
137819687,LOC137819687,uncharacterized LOC137819687,ERROR
137819688,LOC137819688,SKP1-like protein 21,ERROR
137819689,LOC137819689,uncharacterized LOC137819689,uncharacterized LOC137819689
137819690,LOC137819690,uncharacterized LOC137819690,uncharacterized LOC137819690
137819691,LOC137819691,auxin response factor 9-like,auxin response factor 9-like
137819692,LOC137819692,uncharacterized LOC137819692,ERROR
137819693,LOC137819693,protein NRT1/ PTR FAMILY 5.6-like,ERROR
137819694,LOC137819694,metallothionein-like protein 2,ERROR
137819695,LOC137819695,RHOMBOID-like protein 1,RHOMBOID-like protein 1
137819696,LOC137819696,transcription factor AS1-like,transcription factor AS1-like
137819697,LOC137819697,"ribonuclease II, chloroplastic/mitochondrial","ribonuclease II, chloroplastic/mitochondrial"
137819698,LOC137819698,receptor-like cytoplasmic kinase 176,receptor-like cytoplasmic kinase 176
137819699,LOC137819699,expansin-A4-like,expansin-A4-like
137819700,LOC137819700,oligouridylate-binding protein 1C-like,oligouridylate-binding protein 1C-like
137819701,LOC137819701,serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B,ERROR
137819702,LOC137819702,"ascorbate transporter, chloroplastic-like",ERROR
137819703,LOC137819703,cytochrome P450 86A8-like,ERROR
137819704,LOC137819704,uncharacterized LOC137819704,uncharacterized LOC137819704
137819705,LOC137819705,chromatin modification-related protein EAF1 B-like,chromatin modification-related protein EAF1 B-like
137819706,LOC137819706,mRNA cap guanine-N7 methyltransferase 1,mRNA cap guanine-N7 methyltransferase 1
137819707,LOC137819707,26S proteasome regulatory subunit 7,26S proteasome regulatory subunit 7
137819708,LOC137819708,uncharacterized protein C23H3.12c,uncharacterized protein C23H3.12c
137819709,LOC137819709,disease resistance-like protein DSC1,disease resistance-like protein DSC1
137819710,LOC137819710,uncharacterized LOC137819710,ERROR
137819711,LOC137819711,disease resistance-like protein DSC1,ERROR
137819712,LOC137819712,disease resistance-like protein DSC1,ERROR
137819713,LOC137819713,disease resistance protein RPV1-like,disease resistance protein RPV1-like
137819714,LOC137819714,F-box/LRR-repeat protein 3-like,F-box/LRR-repeat protein 3-like
137819715,LOC137819715,uncharacterized LOC137819715,uncharacterized LOC137819715
137819716,LOC137819716,pentatricopeptide repeat-containing protein At1g34160,pentatricopeptide repeat-containing protein At1g34160
137819717,LOC137819717,developmentally-regulated G-protein 2,developmentally-regulated G-protein 2
137819718,LOC137819718,uncharacterized LOC137819718,uncharacterized LOC137819718
137819719,LOC137819719,uncharacterized LOC137819719,uncharacterized LOC137819719
137819720,LOC137819720,"protein HIGH CHLOROPHYLL FLUORESCENCE PHENOTYPE 173, chloroplastic","protein HIGH CHLOROPHYLL FLUORESCENCE PHENOTYPE 173, chloroplastic"
137819721,LOC137819721,protein sym-1-like,protein sym-1-like
137819722,LOC137819722,RPM1-interacting protein 4-like,RPM1-interacting protein 4-like
137819723,LOC137819723,uncharacterized LOC137819723,uncharacterized LOC137819723
137819724,LOC137819724,"protein RETICULATA-RELATED 4, chloroplastic-like","protein RETICULATA-RELATED 4, chloroplastic-like"
137819725,LOC137819725,uncharacterized LOC137819725,ERROR
137819726,LOC137819726,trimethyltridecatetraene synthase-like,ERROR
137819727,LOC137819727,N-terminal acetyltransferase A complex auxiliary subunit NAA15-like,ERROR
137819728,LOC137819728,auxin-induced protein 22A,auxin-induced protein 22A
137819729,LOC137819729,disease resistance protein RUN1-like,disease resistance protein RUN1-like
137819730,LOC137819730,uncharacterized LOC137819730,uncharacterized LOC137819730
137819731,LOC137819731,uncharacterized acetyltransferase At3g50280,uncharacterized acetyltransferase At3g50280
137819732,LOC137819732,uncharacterized LOC137819732,uncharacterized LOC137819732
137819733,LOC137819733,probable pectin methyltransferase QUA3,ERROR
137819734,LOC137819734,COP9 signalosome complex subunit 1,COP9 signalosome complex subunit 1
137819735,LOC137819735,uncharacterized LOC137819735,uncharacterized LOC137819735
137819736,LOC137819736,uncharacterized LOC137819736,uncharacterized LOC137819736
137819737,LOC137819737,protein Brevis radix-like 2,protein Brevis radix-like 2
137819738,LOC137819738,phospholipid:diacylglycerol acyltransferase 1-like,ERROR
137819739,LOC137819739,polyadenylate-binding protein-interacting protein 4,ERROR
137819740,LOC137819740,SUN domain-containing protein 1,SUN domain-containing protein 1
137819741,LOC137819741,PHD finger protein ALFIN-LIKE 4-like,PHD finger protein ALFIN-LIKE 4-like
137819742,LOC137819742,uncharacterized LOC137819742,ERROR
137819743,LOC137819743,uncharacterized LOC137819743,uncharacterized LOC137819743
137819744,LOC137819744,alkane hydroxylase MAH1-like,alkane hydroxylase MAH1-like
137819745,LOC137819745,alkane hydroxylase MAH1-like,alkane hydroxylase MAH1-like
137819746,LOC137819746,switch 2,switch 2
137819747,LOC137819747,alkane hydroxylase MAH1-like,alkane hydroxylase MAH1-like
137819748,LOC137819748,uncharacterized LOC137819748,uncharacterized LOC137819748
137819749,LOC137819749,uncharacterized LOC137819749,ERROR
137819750,LOC137819750,"linoleate 13S-lipoxygenase 3-1, chloroplastic",ERROR
137819751,LOC137819751,uncharacterized protein At1g28695-like,ERROR
137819752,LOC137819752,autophagy-related protein 3,autophagy-related protein 3
137819753,LOC137819753,uncharacterized LOC137819753,uncharacterized LOC137819753
137819754,LOC137819754,uncharacterized LOC137819754,uncharacterized LOC137819754
137819755,LOC137819755,two-component response regulator-like APRR9,two-component response regulator-like APRR9
137819756,LOC137819756,uncharacterized LOC137819756,uncharacterized LOC137819756
137819757,LOC137819757,uncharacterized LOC137819757,uncharacterized LOC137819757
137819758,LOC137819758,mitogen-activated protein kinase homolog MMK2,mitogen-activated protein kinase homolog MMK2
137819759,LOC137819759,probable polygalacturonase,ERROR
137819760,LOC137819760,uncharacterized LOC137819760,uncharacterized LOC137819760
137819761,LOC137819761,uncharacterized LOC137819761,uncharacterized LOC137819761
137819762,LOC137819762,uncharacterized LOC137819762,uncharacterized LOC137819762
137819763,LOC137819763,lectin-like protein LEC,lectin-like protein LEC
137819764,LOC137819764,dynamin-2B-like,dynamin-2B-like
137819765,LOC137819765,tubulin beta-1 chain-like,tubulin beta-1 chain-like
137819766,LOC137819766,uncharacterized LOC137819766,uncharacterized LOC137819766
137819767,LOC137819767,"NAD-dependent malic enzyme 62 kDa isoform, mitochondrial","NAD-dependent malic enzyme 62 kDa isoform, mitochondrial"
137819768,LOC137819768,uncharacterized LOC137819768,uncharacterized LOC137819768
137819769,LOC137819769,midasin,midasin
137819770,LOC137819770,26S proteasome regulatory subunit 8 homolog A,ERROR
137819771,LOC137819771,1-phosphatidylinositol-3-phosphate 5-kinase FAB1B,ERROR
137819772,LOC137819772,LIMR family protein At5g01460,ERROR
137819773,LOC137819773,GDSL esterase/lipase WDL1-like,GDSL esterase/lipase WDL1-like
137819774,LOC137819774,protein REDUCED CHLOROPLAST COVERAGE 1-like,protein REDUCED CHLOROPLAST COVERAGE 1-like
137819775,LOC137819775,molybdenum cofactor sulfurase,molybdenum cofactor sulfurase
137819776,LOC137819776,FT-interacting protein 7-like,FT-interacting protein 7-like
137819777,LOC137819777,5S ribosomal RNA,5S ribosomal RNA
137819778,LOC137819778,5S ribosomal RNA,5S ribosomal RNA
137819779,LOC137819779,5S ribosomal RNA,ERROR
137819780,LOC137819780,5S ribosomal RNA,ERROR
137819781,LOC137819781,5S ribosomal RNA,ERROR
137819782,LOC137819782,5S ribosomal RNA,5S ribosomal RNA
137819783,LOC137819783,5S ribosomal RNA,5S ribosomal RNA
137819784,LOC137819784,5S ribosomal RNA,5S ribosomal RNA
